turn,tɝn,,v.转动，使旋转；转弯；翻过来；兑换 n.转弯；变化；(损害或有益于别人的)行为，举动，举止,初中
twelfth,twɛlfθ,,a.第十二的，第十二个的；十二分之一的 n.第十二；月的第十二日,初中
twelve,twɛlv,,n.十二；十二个 num.十二；十二个 a.十二的；十二个的,初中
twentieth,ˈtwentiəθ,,n.二十分之一 a.第二十的；二十分之一的 num.第二十,初中
twenty,'twɛnti,,n.二十；二十年代 num.二十 a.二十的,初中
twice,twaɪs,,ad.两次；两倍,初中
two,tu,,n.两个 a.两个的 num.二,初中
ugly,'ʌɡli,,a.丑陋的；邪恶的；令人厌恶的,初中
umbrella,ʌm'brɛlə,,n.雨伞；保护伞；庇护；伞形结构,初中
uncle,'ʌŋkl,,n.叔叔；伯父；伯伯；舅父；姨丈；姑父,初中
under,'ʌndɚ,,prep.低于，少于；在之下 ad.在下面；在下方 a.下面的；从属的,初中
underground,ʌndɚˈɡraʊnd,,ad.在地下；秘密地 a.地下的；秘密的；先锋派的 n.地下；地铁；地道；地下组织；秘密活动；先锋派团体,初中
unit,'junɪt,,n.单位，单元；装置；[军] 部队；部件,初中
university,",junɪ'vɝsəti",,n.大学；综合性大学；大学校舍,初中
unless,ən'lɛs,,conj.除非，如果不 prep.除…之外,初中
until,ən'tɪl,,conj.在…以前；直到…时 prep.在…以前；到…为止,初中
up,ʌp,,ad.起来；上涨；向上 prep.在…之上；向…的较高处 a.涨的；起床的；向上的 n.上升；繁荣,初中
upstairs,",ʌp'stɛrz",,ad.在楼上，向楼上；上楼；往楼上 a.楼上的 n.楼上,初中
us,juːɛs,,pron.我们,初中
use,juz,,n.使用；用途；发挥 v.利用；耗费,初中
used,juzd,,a.习惯的；二手的，使用过的 v.用（use的过去式）；（used to）过去常做,初中
useful,'jusfl,,a.有用的，有益的；有帮助的,初中
useless,'jusləs,,a.无用的；无效的,初中
usual,'juʒuəl,,a.通常的，惯例的；平常的,初中
vacation,vəˈkeɪʃn; veɪ-,,n.假期；（房屋）搬出 v.休假，度假,初中
value,'vælju,,n.值；价值；价格；重要性；确切涵义 v.评价；重视；估价,初中
VCD,,,abbr.视频高密光盘（Video Compact Disc）；可变电容二极管（Variable Capacitance Diode）,初中
vegetable,ˈvɛdʒtəbəl; ˈvɛdʒətəbəl,,n.蔬菜；植物；植物人 a.蔬菜的；植物的,初中
vehicle,'viːɪkl,,n.[车辆] 车辆；工具；交通工具；运载工具；传播媒介；媒介物,初中
very,'vɛri,,a.恰好是，正是；甚至；十足的；特有的 ad.非常，很；完全 n.(Very)人名；(英)维里,初中
victory,'vɪktəri,,n.胜利；成功；克服,初中
video,'vɪdɪo,,n.[电子] 视频；录像，录像机；电视 a.视频的；录像的；电视的 v.录制,初中
village,'vɪlɪdʒ,,n.村庄；村民；（动物的）群落,初中
violin,",vaɪə'lɪn",,n.小提琴；小提琴手,初中
visit,'vɪzɪt,,n.访问；参观；逗留 v.访问；参观；视察,初中
visitor,'vɪzɪtɚ,,n.访问者，参观者；视察者；候鸟,初中
voice,vɔɪs,,n.声音；嗓音；发言权；愿望 v.表达；吐露,初中
volleyball,'vɑlɪbɔl,,n.排球,初中
wait,wet,,v.等候；推迟；延缓 n.等待；等候,初中
walk,wɔk,,n.步行，走；散步 v.散步；走过,初中
wall,wɔl,,n.墙壁，围墙；似墙之物 v.用墙围住，围以墙 a.墙壁的,初中
want,wɑnt,,v.需要；希望；应该；缺少 n.需要；缺乏；贫困；必需品,初中
war,wɔr,,n.战争，斗争；军事，战术；冲突，对抗，竞争 v.打仗，作战；对抗,初中
warm,wɔrm,,a.温暖的；热情的 v.同情；激动；变温暖 n.取暖；加热,初中
warn,wɔrn,,v.警告，提醒；通知 n.(Warn)人名；(英)沃恩；(德)瓦恩,初中
wash,wɑːʃ,,n.洗涤；洗的衣服；化妆水；冲积物 v.洗涤；洗刷；冲走；拍打,初中
waste,west,,n.浪费；废物；荒地；损耗；地面风化物 v.浪费；消耗；使荒芜 a.废弃的；多余的；荒芜的,初中
watch,wɑtʃ,,v.观察；注视；看守；警戒 n.手表；监视；守护；值班人,初中
water,ˈwɔtɚ; ˈwɑtɚ,,n.水；海水；雨水；海域，大片的水 v.使湿；供以水；给…浇水,初中
watermelon,'wɔtɚmɛlən,,n.西瓜,初中
way,we,,n.方法；道路；方向；行业；习惯 ad.大大地；远远地 a.途中的,初中
we,wi,,pron.我们（主格）；笔者，本人（作者或演讲人使用）；朕，寡人 n.(We)人名；(缅)韦,初中
weak,wik,,a.[经] 疲软的；虚弱的；无力的；不牢固的,初中
wealth,wɛlθ,,n.财富；大量；富有,初中
weather,'wɛðɚ,,n.天气；气象；气候；处境 v.经受住；使风化；侵蚀；使受风吹雨打 a.露天的；迎风的,初中
website,'websait,,n.网站（全球资讯网的主机站）,初中
Wednesday,'wɛnzde,,n.星期三,初中
week,wik,,n.周，星期,初中
weekday,'wikde,,n.平日，普通日；工作日,初中
weekend,ˈwikend,,n.周末，周末休假；周末聚会 a.周末的，周末用的 v.度周末,初中
weigh,weɪ,,v.权衡；考虑；称…重量 n.权衡；称重量,初中
weight,wet,,n.重量，重力；负担；砝码；重要性 v.加重量于，使变重,初中
welcome,ˈwelkəm,,a.受欢迎的 n.欢迎 v.欢迎 int.欢迎,初中
west,wɛst,,n.西；西方；西部 a.西方的；朝西的 ad.在西方；向西方；自西方,初中
western,'wɛstɚn,,a.西方的，西部的；有西方特征的 n.西方人；西部片，西部小说,初中
wet,wɛt,,a.[气象][物] 潮湿的；有雨的 n.雨天；湿气 v.弄湿,初中
whale,wel,,v.猛揍；使惨败 n.鲸；巨大的东西,初中
what,hwʌt; hwɑt; wʌt; wɑt,,pron.什么；多么；多少 a.什么；多么；何等 ad.到什么程度，在哪一方面 int.什么；多么,初中
whatever,wət'ɛvɚ,,a.不管什么样的 pron.无论什么；诸如此类 conj.无论什么,初中
wheat,wit,,n.小麦；小麦色,初中
Wheel,wil,,n.车轮；方向盘；转动 v.转动；使变换方向；给…装轮子,初中
when,wɛn,,conj.考虑到；既然；当…时；在…时；如果 ad.什么时候，何时；（用于时间的表达方式之后）在那时；其时；当时 pron.那时；什么时侯 n.时间，时候；日期；场合,初中
whenever,wɛn'ɛvɚ,,conj.每当；无论何时 ad.不论何时；随便什么时候,初中
where,wɛr,,ad.在哪里 pron.哪里 conj.在…的地方 n.地点,初中
whether,'wɛðɚ,,conj.是否；不论 pron.两个中的哪一个,初中
which,wɪtʃ,,pron.哪/那一个；哪/那一些 a.哪一个；哪一些,初中
while,waɪl,,conj.虽然；然而；当……的时候 n.一会儿；一段时间 v.消磨；轻松地度过,初中
white,waɪt,,a.白色的；白种的；纯洁的 n.白色；洁白；白种人,初中
who,hu,,pron.谁；什么人,初中
whole,hol,,a.完整的；纯粹的 n.整体；全部,初中
whom,hum,,pron.谁（who的宾格）,初中
whose,huz,,pron.谁的（疑问代词）,初中
why,hwaɪ,,int.哎呀！什么？ ad.为什么,初中
wide,waɪd,,a.广泛的；宽的，广阔的；张大的；远离目标的 ad.广泛地；广阔地；充分地 n.大千世界,初中
wife,wʌɪf,,n.妻子，已婚妇女；夫人,初中
wind,wɪnd; (for v.) waɪnd,,n.风；呼吸；气味；卷绕 v.缠绕；上发条；使弯曲；吹号角；绕住或缠住某人,初中
window,'wɪndo,,n.窗；窗口；窗户,初中
windy,'wɪndi,,a.多风的，有风的；腹胀的；吹牛的,初中
wine,waɪn,,n.酒，葡萄酒；紫红色 v.喝酒,初中
wing,wɪŋ,,n.翼；翅膀；飞翔；派别；侧厅，耳房，厢房 v.使飞；飞过；空运；增加…速度；装以翼,初中
winner,'wɪnɚ,,n.胜利者,初中
winter,'wɪntɚ,,n.冬季；年岁；萧条期 v.过冬 a.冬天的；越冬的,初中
wise,waɪz,,a.明智的；聪明的；博学的 v.使知道；教导 n.(Wise)人名；(英)怀斯,初中
wish,wɪʃ,,n.希望；祝福；心愿 v.祝愿；渴望；向…致问候语,初中
with,wɪð; wɪθ,,prep.用；随着；支持；和…在一起 n.(With)人名；(德、芬、丹、瑞典)维特,初中
without,wɪðˈaʊt,,prep.没有；超过；在…外面 ad.户外；在外面；没有或不显示某事物 n.外部；外面,初中
wonder,'wʌndɚ,,n.惊奇；奇迹；惊愕 v.怀疑；想知道；惊讶 a.奇妙的；非凡的,初中
wonderful,ˈwʌndərfl,,a.极好的，精彩的，绝妙的；奇妙的；美妙；胜；神妙,初中
wood,wʊd,,n.木材；木制品；树林 vi.收集木材 vt.植林于；给…添加木柴,初中
word,wɝd,,n.[语] 单词；话语；消息；诺言；命令 v.用言辞表达,初中
work,wɝk,,n.工作；[物] 功；产品；操作；职业；行为；事业；工厂；著作；文学、音乐或艺术作品 v.使工作；操作；经营；使缓慢前进,初中
worker,'wɝkɚ,,n.工人；劳动者；职蚁,初中
world,wɝld,,n.世界；领域；世俗；全人类；物质生活,初中
worry,ˈwɜːri,,n.担心；烦恼；撕咬 v.担心；发愁；折磨,初中
worth,wɝθ,,a.值…的 n.价值；财产,初中
would,wʊd,,aux.将，将要；愿意 v.will的过去式,初中
wound,wund,,n.创伤，伤口 v.使受伤,初中
write,raɪt,,v.写，写字；写作，作曲；写信,初中
wrong,rɔŋ,,ad.错误地；邪恶地，不正当地 n.坏事；不公正 a.错误的；失常的；不适当的 v.委屈；无理地对待；诽谤,初中
yard,jɑrd,,n.院子；码（英制中丈量长度单位，1码=3英尺）；庭院；帆桁 vt.把…关进或围在畜栏里,初中
year,yir,,n.年；年度；历年；年纪；一年的期间；某年级的学生,初中
yellow,'jeloʊ,,a.黄色的；黄皮肤的 n.黄色；黄种人；黄色颜料 v.使变黄或发黄,初中
yes,jɛs,,"ad.是, 是的 n.是（表示肯定）",初中
yesterday,ˈjɛstədi,,n.昨天；往昔 ad.昨天,初中
yet,jɛt,,ad.还；但是；已经 conj.但是；然而 n.(Yet)人名；(东南亚国家华语)一,初中
you,ju,,pron.你；你们 n.(You)人名；(柬)尤；(东南亚国家华语)猷,初中
young,jʌŋ,,a.年轻的；初期的；没有经验的 n.年轻人；（动物的）崽，仔,初中
your,"jʊr, jɔr, jor,jə",,pron.你的，你们的,初中
yours,jʊrz,,pron.你（们）的东西；你的责任[义务]；你的家属；来信，尊函 a.你（们）的（东西）；信末署名前用语,初中
yourself,jɔr'sɛlf,,pron.你自己,初中
yourselves,jʊə'sɛlvz,,pron.你们自己；你们本人（yourself的复数）,初中
zebra,'zɛbrə; 'zi-,,n.[脊椎] 斑马 a.有斑纹的,初中
zero,ˈzɪərəʊ,,n.零点，零度 num.零,初中
zoo,zu,,n.动物园,初中
cancel,'kænsl,,v.取消， 废除； 抵消； 删去， 划掉,初中
prepare,prɪ'pɛr,,v.准备， 预备,初中
half,hæf,,ad.一半 a.一半的，半个的 n.半，一半,初中
fifty,'fɪfti,,num.五十,初中
England,'iŋɡlənd,,n.英格兰， 英国,初中
hall,hɔl,,n.门厅； 礼堂， 会堂； 办公大楼,初中
your,jʊər; jʊr,,pron.你的， 你们的,初中
pollution,pə'luʃən,,n.污染,初中
pretend,prɪ'tɛnd,,v.假装， 佯作,初中
without,wɪðˈaʊt,,prep.无， 没有,初中
these,ðiz,,pron.这些,初中
tea,ti,,n.茶； 茶点,初中
postman,'postmən,,n.邮递员,初中
pick,pɪk,,v.挑选，选择；采摘 n.挑选； 选中的人,初中
rabbit,'ræbɪt,,n.兔子,初中
ten,tɛn,,num.十， 十个,初中
prison,'prɪzn,,n.监狱,初中
sister,'sɪstɚ,,n.姐， 妹,初中
energy,'ɛnɚdʒi,,n.干劲， 精力； 能量； 能源,初中
mystery,ˈmɪstri,,n.秘密， 神秘的事物,初中
solid,'sɑlɪd,,a.固体的；实心的；结实的，稳固的；可靠的；纯质的，纯色的 n.固体,初中
require,rɪ'kwaɪr,,v.需要； 要求， 命令； 规定,初中
yourselves,jʊə'sɛlvz,,pron.你们自己； 你们亲自,初中
lion,'laɪən,,n.狮子,初中
size,saɪz,,v.按大小排列 n.大小，尺寸，尺码；规模,初中
left,lɛft,,ad.在左边，向左 a.左边的，左侧的 n.左边， 左侧； 左派， 左翼,初中
eleven,ɪ'lɛvn,,num.十一,初中
wine,waɪn,,n.酒,初中
object,'ɑbdʒɛkt,,v.反对， 不赞成； 反对， 不赞成,初中
newspaper,'nuzpepɚ,,n.报纸,初中
flight,flaɪt,,n.航班， 班机； 飞行， 飞翔,初中
eraser,ɪ'resɚ,,n.橡皮,初中
hang,hæŋ,,v.[hung-hung] 悬挂， 吊； 徘徊； [hanged-hanged] 吊,初中
role,rol,,n.作用； 职责； 角色； 任务,初中
achieve,ə'tʃiv,,v.实现， 完成； 获得， 达到,初中
anybody,'ɛnɪbɑdi,,pron.任何人； 随便哪一个人,初中
yellow,ˈjɛlo,,a.黄的 n.黄色,初中
I,aɪ,,pron.我,初中
turn,tɝn,,v.转动， 旋转； 扭转， 转向； 变化， 变成,初中
example,ɪg'zæmpl,,n.例子， 实例； 榜样， 楷模,初中
result,rɪ'zʌlt,,n.结果； 效果； 成绩， 成果,初中
same,sem,,pron.同样的人 a.同一的；相同的，同样的,初中
after,'æftɚ,,adv&prep&conj.在…以后， 在…后面,初中
quiet,'kwaɪət,,a.轻声的， 安静的， 沉默的； 平静的， 寂静的；,初中
connect,kə'nɛkt,,v.连接， 衔接； 联合， 关联； 接通电话,初中
hand,hænd,,v.交， 给 n.手；指针；帮助，援助；手艺，技能,初中
a,ə; e,,indefinite article.一，一个〔用于未曾提及或对方不知道的人或物的名称前〕,初中
salt,sɔlt,,v.腌， 盐渍； 撒盐于 n.盐,初中
address,əˈdrɛs;(for n)ˈædres; ædrɛs,,n.地址,初中
nineteen,",naɪn'tin",,num.十九， 十九个,初中
blood,blʌd,,n.血， 血液； 血统， 家族,初中
straight,stret,,a.直的， 笔直的； 连续的， 不间断的； 直率的； 整齐的， 端正的； 正直的,初中
the,ðə; ði,,art.这；那 ad.更加（用于比较级，最高级前）,初中
ninety,'naɪnti,,num.九十， 九十个,初中
sale,sel,,n.出售， 上市； 贱卖， 廉价出售； 销售额,初中
photograph,'fotəɡræf,,v.拍照 n.照片，相片,初中
police,pə'lis,,n.警方， 警察； 治安,初中
blue,blu,,a.蓝色的；沮丧的，忧郁的；下流的，色情的 n.蓝色,初中
throw,θro,,v.[threw-thrown] 投， 扔， 抛； 使突然陷入； 使困惑， 使吃惊,初中
thank,θæŋk,,v.感谢，向…表示谢意,初中
fifth,fɪfθ,,num.第五 n.五分之一,初中
information,'ɪnfɚ'meʃən,,n.信息， 资料； 通知， 告知,初中
yours,jʊrz,,pron.你的,初中
discuss,dɪ'skʌs,,v.谈论， 讨论， 论述,初中
standard,'stændɚd,,a.标准的 n.标准，规则,初中
correct,kə'rɛkt,,a.正确的，对的；合适的，符合的 v.改正， 纠正； 校准,初中
nobody,"'nəubədi, -bɔdi",,pron.没有人，无人 n.无足轻重的人,初中
empty,ˈɛmptɪ,,a.空的；空闲的；空虚的 v.空， 倒出,初中
wish,wɪʃ,,v.希望， 想要； 但愿； 祝， 祝愿； 盼望， 企求,初中
tie,taɪ,,v.[tying]　拴， 扎， 捆； 把…打结， 系上； 连接， 使有关联； 不分胜负,初中
wise,waɪz,,a.有智慧的， 聪明的； 英明的， 明智的； 博学的， 贤明的,初中
serious,'sɪrɪəs,,a.严重的， 危急的； 重要的， 重大的； 认真的， 严肃的， 庄重的,初中
laugh,læf,,v.笑 n.笑， 笑声,初中
conversation,",kɑnvɚ'seʃən",,n.交谈， 谈话,初中
area,'ɛrɪə,,n.面积； 地区， 地方； 领域， 范围,初中
pay,pe,,v.付钱，支付，交纳 n.工资， 薪金,初中
check,tʃɛk,,v.检查 n.检查； 支票,初中
list,lɪst,,v.把…编列成表； 列举 n.表；目录，名单,初中
European,'jʊrə'piən,,a.欧洲的，欧洲人的 n.欧洲人,初中
strange,strendʒ,,a.奇怪的， 奇异的； 陌生的， 生疏的； 外地的， 异乡的,初中
sand,sænd,,v.用砂纸磨光 n.沙；,初中
toast,tost,,v.烘， 烤； 敬酒， 为…干杯 n.烤面包，吐司；祝酒，祝酒词,初中
frustrate,'frʌstret,,v.使沮丧， 使灰心； 失败,初中
success,sək'sɛs,,n.成就， 成功； 成功的事物， 取得成就的人,初中
authority,ə'θɔrəti,,n.权力，管辖权；,初中
creature,'kritʃɚ,,n.生物， 动物， 人； 创造物， 产物,初中
child,tʃaɪld,,n.儿童，小孩,初中
outgoing,'aʊt'goɪŋ,,a.外出的， 离开的； 即将离职的； 友好的， 好交际的； 外向的,初中
young,jʌŋ,,a.年轻的，青年的；没有经验的；初期的 n.青年人,初中
rope,rop,,v.用绳捆 n.绳索，线缆,初中
instrument,'ɪnstrəmənt,,n.乐器； 仪器， 器械,初中
medium,'midɪəm,,a.中等的；平均的 n.媒介， 工具； 手段， 方法,初中
pear,pɛr,,n.梨,初中
society,səˈsaɪətɪ,,n.社会； 阶层； 社交界； 社团； 协会,初中
root,rut,,v.生根， 扎根 n.根；根本，根源；,初中
treasure,'trɛʒɚ,,v.珍爱， 珍视 n.财宝，珍品,初中
hard,hɑrd,,a.坚硬的， 坚固的； 困难的， 艰苦的； 勤勉的， 刻苦,初中
airline,'ɛrlaɪn,,n.航空公司； 航线,初中
lend,lɛnd,,v.[lent-lent] 把…借给， 出借； 贷,初中
November,no'vɛmbɚ,,n.十一月,初中
ticket,'tɪkɪt,,n.票， 入场券， 车票； 罚款传票； 候选,初中
umbrella,ʌm'brɛlə,,n.伞， 雨伞,初中
perform,pɚ'fɔrm,,v.做， 履行， 完成； 演出， 表演,初中
name,nem,,n.名字， 名称； 名声， 名誉,初中
concentrate,'kɑnsn'tret,,v.全神贯注，全力以赴；集中，聚集；浓缩 n.浓缩物， 浓缩液,初中
cheer,tʃɪr,,v.使振奋，使高兴；为…欢呼，为…喝彩 n.欢呼， 喝彩,初中
room,rum,,n.房间， 室； 空间， 地方； 余地,初中
better,'bɛtɚ,,ad.更， 更好地 a.更好的；有好转的,初中
with,wɪð; wɪθ,,pron.和…一起， 跟， 同； 具有， 带有； 用， 以， 藉； 对…， 关于； 随着,初中
service,'sɝvɪs,,n.公共设施， 公共事业； 公用机构， 服务机构； 服务， 劳务； 维修， 保养,初中
coffee,'kɔfi,,n.咖啡， 咖啡豆； 咖啡树； 咖啡色,初中
there,ðɛr,,ad.在那里， 往那里； 在那方面， 在那点上,初中
lady,'ledi,,n.女士， 小姐； 举止文雅的女子， 淑女,初中
well,wɛl,,ad.好； 妥善地， 有利地； 令人满意地； 完全地； 充分地， 足够地； 很， 相当,初中
suitable,'sutəbl,,a.适当的， 相配的； 合适的， 适宜的,初中
magazine,'mæɡəzin,,n.杂志， 期刊,初中
pocket,'pɑkɪt,,v.把…装入口袋 a.袖珍的， 小型的 n.衣袋，口袋；容器,初中
pioneer,",paɪə'nɪr",,v.开拓， 开创 n.先驱者，倡导者,初中
experiment,ɪk'sperɪmənt,,v.进行试验， 做实验 n.实验，试验,初中
pen,pɛn,,n.钢笔； 圆珠笔； 围栏,初中
hate,het,,v.憎恨，不喜欢 n.厌恶， 憎恨,初中
block,blɑk,,v.阻碍；堵塞 n.大块； 一排房屋； 街区,初中
write,raɪt,,v.[wrote-written] 写， 书写， 写字； 写作， 作曲； 写,初中
pet,pɛt,,a.宠爱的， 表示亲昵的 n.宠物；宠儿,初中
period,'pɪrɪəd,,n.时间， 时期， 时代； 学时， 课时； 句号， 句点,初中
bulb,bʌlb,,n.植物的球茎； 灯泡,初中
understand,'ʌndɚ'stænd,,v.[understood-understood] 理解， 懂； 了解， 意识到； 认为， 以为,初中
birth,bɝθ,,n.出生， 分娩； 出身； 起源， 根源,初中
dismiss,dɪs'mɪs,,v.不予考虑， 不接受； 解雇， 开除； 解散， 遣散； 驳回， 不受理,初中
picnic,'pɪknɪk,,"v.[picnicked-picnicked, picnicking] 去野餐 n.野餐",初中
heaven,ˈhɛvən,,n.天堂，,初中
alright,ɔːl'raɪt,,ad.好， 好吧,初中
loving,'lʌvɪŋ,,a.爱的； 充满爱的；  钟爱的,初中
ever,'ɛvɚ,,ad.在任何时候， 从来； 曾经,初中
unhappy,ʌn'hæpi,,a.不快乐的； 不幸的， 悲惨的,初中
million,'mɪljən,,num.百万,初中
even,'ivən,,ad.甚至；即使 a.平的； 均匀的， 平稳的； 相等的， 均衡的； 偶数的,初中
crazy,'krezi,,a.精神失常的； 疯狂的； 迷恋的， 狂热爱好的,初中
volleyball,'vɑlɪbɔl,,n.排球,初中
coach,kotʃ,,n.教练， 指导； 长途公共汽车； 经济,初中
southeast,",saʊθ'ist",,ad.向东南 a.东南方的， 东南部的， 来自东南的 n.东南，东南,初中
champion,'tʃæmpɪən,,v.拥护 n.冠军；拥护者,初中
hundred,'hʌndrəd,,n.百，一百个；,初中
pink,pɪŋk,,a.粉红色的，桃红色的 n.粉红色， 桃红色,初中
wait,wet,,v.等，等候；服侍，侍候 n.等待， 等待的时间,初中
woman,'wʊmən,,n.成年女子，妇女,初中
queen,kwin,,n.女王， 王后,初中
save,sev,,v.救助，搭救，拯救；储蓄；贮存，保存 prep.除…之外,初中
matter,'mætɚ,,v.要紧， 有关系 n.事情，情况；物质；麻烦事，毛病,初中
ton,tʌn,,n.吨； 大量， 许多,初中
conjunction,kən'dʒʌŋkʃən,,n.联合； 连词,初中
top,tɑp,,n.顶， 顶端； 上部， 上端； 首位， 最高位,初中
too,tu,,ad.也， 还； 太， 过于； 很， 非常,初中
have,həv;hæv,,v.有； 进行， 从事； 享受， 经受； 使， 让； 必须， 不得不,初中
documentary,'dɑkjə'mɛntri,,a.文件的，文献的 n.纪录片,初中
toy,tɔɪ,,v.漫不经心地考虑； 摆弄 n.玩具,初中
product,'prɑdʌkt,,n.产品， 产物； 乘积,初中
famous,'feməs,,a.著名的， 出名的,初中
question,'kwɛstʃən,,n.问题， 议题； 疑问； 询问； 难题， 需讨论(或考,初中
peel,pil,,v.削…的皮，剥…的壳 n.皮； 外衣,初中
spirit,'spɪrɪt,,n.精神；灵魂，幽灵；勇气，气概；,初中
cheap,tʃip,,a.便宜的， 廉价的； 劣质的， 低劣的； 卑鄙的， 低级的,初中
produce,prəˈdus;(for n.)ˈprɒdus; prɑdus,,v.生产， 制造； 展现， 出示； 上演， 制作 n.产品；农产品,初中
picture,'pɪktʃɚ,,n.画， 图片， 照片； 描绘； 电影； 头脑中的情景， 印象 v,初中
cheat,tʃit,,v.欺骗，骗取；作弊 n.欺骗， 欺骗行为； 骗子,初中
regard,rɪ'ɡɑrd,,v.把…看作， 认为； 考虑； 注视， 打量； 注意； 尊敬， 尊重,初中
rose,roz,,n.玫瑰， 蔷薇,初中
thousand,'θaʊznd,,num.一千，一千个,初中
tonight,tə'naɪt,,adv&n.今晚,初中
capital,'kæpɪtl,,a.首要的， 重要的； 死罪的； 大写的 n.资本，资金；首都，首府；大写字母,初中
con,kɑn,,n.反对票， 反对论,初中
almost,'ɔlmost,,ad.几乎， 差不多,初中
cow,kaʊ,,n.母牛； 奶牛,初中
manner,'mænɚ,,n.方式，方法；态度，举止；,初中
upon,ə'pɑn,,prep.在…之上,初中
lab,læb,,n.实验室,初中
pie,paɪ,,n.派， 馅饼,初中
wake,wek,,v.[woke-waken]　醒来， 唤醒； 激起， 唤起； 警觉， 振奋,初中
charity,'tʃærəti,,n.慈善， 施舍； 慈善机构,初中
whether,'wɛðɚ,,conj.是否， 会不会； 不管， 无论,初中
raise,rez,,v.举起， 提高； 增加； 筹集， 征集； 唤起， 引起， 激起； 提出； 养育， 饲养， 种植,初中
west,wɛst,,a.西方的， 西部的， 来自西方 n.西，西方，西部,初中
spoon,spun,,v.用匙舀 n.匙，勺，调羹,初中
quite,kwaɪt,,ad.相当， 颇； 实际上， 真正地； 完全， 十分,初中
lap,læp,,n.腰以下到膝为止的大腿部； 一圈； 一段旅程,初中
tower,'taʊɚ,,v.高于， 优于 n.塔；高楼,初中
traffic,'træfɪk,,v.交易 n.流动的车辆或行人，交通；交易,初中
law,lɔ,,n.法律， 法规； 法学； 律师行业； 规律， 法则,初中
everyone,'ɛvrɪwʌn,,pron.每人， 人人， 各人,初中
lay,le,,v.放置， 放下； 铺， 砌； 下， 产； 设置， 布置； 使处于,初中
plenty,'plɛnti,,n.丰富， 充足， 大量,初中
less,lɛs,,ad.更少地， 更小地 a.更少的，更小的,初中
tutor,'tʊtɚ,,v.辅导 n.导师；家庭教师,初中
girlfriend,'ɡɝlfrɛnd,,n.女朋友； 女性朋友,初中
condition,kən'dɪʃən,,v.训练， 使适应； 对…有重要影响 n.状况，状态；,初中
thirsty,'θɝsti,,a.口渴的； 渴望的， 渴求的,初中
improve,ɪm'pruv,,v.改进， 改善,初中
snow,sno,,v.下雪； 用雪覆盖 n.雪,初中
try,traɪ,,v.试图， 努力； 试验， 试用； 审讯， 审理； 考验， 磨炼,初中
lake,lek,,n.湖,初中
chicken,ˈtʃɪkɪn,,n.小鸡； 鸡肉,初中
bush,buʃ,,n.灌木， 灌木丛,初中
university,",junɪ'vɝsəti",,n.大学,初中
fruit,frut,,n.水果， 果实； 成果， 结果,初中
cause,kɔz,,v.使发生， 引起； 使遭受； 给…带来 n.原因，理由,初中
wound,wund,,v.使受伤， 伤害 n.创伤，伤口,初中
teacher,'titʃɚ,,n.教师,初中
twentieth,ˈtwɛntɪɪθ,,num.第二十 n.二十分之一,初中
design,dɪ'zaɪn,,v.设计； 预订， 指定； 谋划， 构思 n.设计，构想；图样，图案；企图，图谋,初中
extra,'ɛkstrə,,ad.特别地 a.额外的；特别的 n.额外的事物， 另外收费的事物,初中
busy,ˈbɪzɪ,,a.忙的； 专心的； 繁忙的， 热闹的； 正在被占用的,初中
land,lænd,,v.靠岸， 登陆； 降落 n.陆地，地面；土地，田地；国家，国土,初中
department,dɪ'pɑrtmənt,,n.部， 局， 处， 科； 系,初中
floor,flɔr,,n.地面， 地板； 楼层； 发言权； (海,初中
exhibition,ˌɛksəˈbɪʃən,,n.展览,初中
burn,bɝn,,v.[burnt/burned-burnt/burned] 燃烧， 点燃；,初中
modern,'mɑdɚn,,a.现代的， 新式的,初中
lamp,læmp,,n.灯,初中
cry,kraɪ,,v.哭，哭泣；叫喊，鸣，叫；大声地说 n.哭； 哭声； 叫喊； 叫声,初中
doctor,'dɑktɚ,,n.医生； 博士,初中
English,'ɪŋɡlɪʃ,,a.英语的； 英国的 n.英语,初中
obey,ə'be,,v.服从， 听从,初中
lamb,læm,,n.羔羊， 小羊； 羔羊肉,初中
fantastic,fæn'tæstɪk,,a.极好的， 极出色的； 了不起的； 异想天开的， 不实际的； 奇异的， 古怪的,初中
unfamiliar,",ʌnfə'mɪlɪɚ",,a.不熟悉的,初中
spoken,'spokən,,a.口头的， 口语的,初中
tidy,'taɪdi,,a.整洁的，整齐的 v.整洁， 整齐,初中
wall,wɔl,,v.筑墙围住， 用墙隔开 n.墙，壁，围墙,初中
sport,spɔrt,,v.炫耀， 卖弄 n.运动；,初中
walk,wɔk,,v.步行， 散步； 陪…走， 护送…走,初中
marry,'mæri,,v.娶， 嫁， 和…结婚,初中
concert,'kɑnsɚt,,n.音乐会， 演奏会,初中
pity,'pɪti,,n&v.同情， 怜悯； 可惜， 遗憾,初中
discussion,dɪ'skʌʃən,,n.讨论， 谈论,初中
supply,sə'plaɪ,,v.供给， 供应； 满足， 弥补 n.供给，供应；存货，必需品,初中
unimportant,'ʌnɪm'pɔrtnt,,a.不重要的， 琐碎的,初中
leg,lɛɡ,,n.腿， 腿部； 腿， 支柱,初中
beautiful,'bjʊtəfəl,,a.美丽的； 完美的； 出色的,初中
recycle,",ri'saɪkl",,v.回收利用， 再应用,初中
let,lɛt,,v.[let-let]　允许， 让； 假设； 出租； 排放,初中
